address,accountid,updated
Middle East and North Africa,831235730,5/29/2012
Europe,482729232,12/30/2015
Europe,905421769,09-12-2016
Asia,577487170,1/16/2010
Sub-Saharan Africa,297411763,05-12-2015
Middle East and North Africa,933994376,3/24/2011
Europe,276346337,03-06-2015
Europe,683891475,9/19/2011
Asia,536366117,11/13/2016
Europe,983819091,05-05-2013
Europe,996611726,07-07-2015
Middle East and North Africa,515417850,2/23/2012
Europe,901223790,12/20/2015
Central America and the Caribbean,885328376,12-12-2013
Europe,619342935,01-09-2017
North America,325191295,12-07-2010
Asia,745109784,02-09-2012
Middle East and North Africa,891647231,05-09-2012
Australia and Oceania,297664964,08-02-2011
Australia and Oceania,366336810,7/15/2014
North America,321149098,4/24/2012
North America,355900657,06-11-2015
Central America and the Caribbean,284702813,5/17/2013
Sub-Saharan Africa,891979396,12/22/2014
Middle East and North Africa,782466733,8/15/2015
Asia,431213653,12/14/2014
Sub-Saharan Africa,833581483,2/17/2014
Sub-Saharan Africa,355244052,7/24/2011
North America,582187688,10-06-2013
Middle East and North Africa,470711219,3/14/2010
Central America and the Caribbean,397425973,6/13/2013
Sub-Saharan Africa,809255778,11/26/2010
Sub-Saharan Africa,873436963,10-07-2013
Europe,727518355,07-01-2015
Sub-Saharan Africa,129361283,3/21/2010
Central America and the Caribbean,707139575,06-12-2012
Sub-Saharan Africa,109339559,10/23/2014
Australia and Oceania,554760062,01-05-2015
Europe,282512414,08-10-2011
Europe,302020442,07-07-2015
Europe,343020474,05-01-2016
Europe,205561339,10-10-2015
Europe,210004365,8/21/2016
Australia and Oceania,747023379,09-11-2011
Asia,927604711,5/18/2017
Australia and Oceania,833047187,10/22/2016
Central America and the Caribbean,164962136,05-05-2017
Europe,495273387,08-04-2015
Central America and the Caribbean,316217267,5/23/2017
Middle East and North Africa,890342605,7/27/2017
Sub-Saharan Africa,400510728,9/28/2012
Asia,699895465,5/13/2011
Middle East and North Africa,561983144,7/19/2015
Europe,630572593,5/15/2017
Asia,269775140,4/21/2017
Europe,714014613,03-12-2013
Middle East and North Africa,118027341,4/19/2011
Middle East and North Africa,306862151,07-11-2015
Asia,925880372,4/29/2015
Asia,790755832,12/18/2012
Middle East and North Africa,137474858,07-11-2011
Sub-Saharan Africa,172336280,3/14/2011
Middle East and North Africa,821951425,09-12-2013
Middle East and North Africa,283244121,7/22/2017
Europe,873450696,04-07-2015
Central America and the Caribbean,480119979,4/13/2011
Sub-Saharan Africa,211113297,6/13/2011
Europe,344604480,2/19/2011
Middle East and North Africa,779079854,5/24/2014
Asia,583338248,02-01-2015
Europe,246490991,08-08-2015
Sub-Saharan Africa,327961909,08-05-2015
Middle East and North Africa,107487332,12-09-2015
Central America and the Caribbean,735116088,6/26/2014
Asia,281209504,05-01-2010
Australia and Oceania,486441409,3/27/2015
Central America and the Caribbean,911798131,3/19/2011
Central America and the Caribbean,288578498,12/14/2015
Central America and the Caribbean,568393838,8/29/2017
Europe,173167979,10/22/2016
Australia and Oceania,745137250,02-06-2015
Europe,396850478,8/21/2011
Middle East and North Africa,461168992,1/15/2014
Europe,541266620,11/27/2011
Central America and the Caribbean,760629689,6/27/2011
Sub-Saharan Africa,413057029,9/21/2015
Middle East and North Africa,212659966,12-09-2013
Europe,943862330,04-10-2015
Asia,311400449,10/28/2014
Central America and the Caribbean,590323150,5/17/2012
Middle East and North Africa,975991761,8/28/2016
Sub-Saharan Africa,734080111,10/16/2010
Europe,550574529,11-10-2016
North America,281773841,03-12-2016
Central America and the Caribbean,304289376,1/30/2014
Sub-Saharan Africa,165044963,1/21/2013
Central America and the Caribbean,831276929,11/25/2016
Asia,640534102,1/23/2011
Sub-Saharan Africa,250677812,10/24/2012
Europe,389881885,09-04-2013
Europe,506632649,02-12-2014
Europe,119728934,7/30/2011
Sub-Saharan Africa,168282067,4/22/2012
Europe,761715877,02-04-2012
Sub-Saharan Africa,729766690,7/16/2015
Asia,772483336,1/19/2017
Central America and the Caribbean,310227143,9/25/2011
Europe,633671939,1/21/2015
Sub-Saharan Africa,853804051,11/24/2012
North America,151922309,07-07-2011
Europe,929638040,7/17/2010
Sub-Saharan Africa,258875072,03-02-2014
Asia,231869733,12-12-2012
Asia,311170852,2/16/2017
Europe,479639756,05-04-2015
Asia,790450274,06-11-2016
Sub-Saharan Africa,917088735,12/30/2014
Middle East and North Africa,603353965,05-10-2010
Middle East and North Africa,113357293,7/27/2010
Europe,681522548,8/18/2013
Central America and the Caribbean,462586057,10-11-2010
Middle East and North Africa,381596648,3/22/2013
Middle East and North Africa,983915650,7/22/2010
Sub-Saharan Africa,185216891,08-11-2012
Sub-Saharan Africa,921486699,10-04-2014
Central America and the Caribbean,799023902,05-01-2017
Sub-Saharan Africa,644439828,08-10-2014
Sub-Saharan Africa,454658305,5/31/2012
North America,746915662,12/17/2010
Sub-Saharan Africa,308760726,09-11-2014
Europe,248054826,4/27/2014
North America,842971789,8/20/2012
Central America and the Caribbean,191997945,12/23/2013
Asia,963932120,12-04-2011
Middle East and North Africa,947885644,7/31/2016
Asia,703282344,6/13/2012
Middle East and North Africa,409858548,06-02-2015
Sub-Saharan Africa,317663085,1/15/2016
Australia and Oceania,297057282,04-09-2013
Sub-Saharan Africa,288714969,03-01-2011
Sub-Saharan Africa,753622472,08-01-2014
Sub-Saharan Africa,423078620,12-06-2010
Sub-Saharan Africa,348694741,12/29/2010
Europe,752394664,07-09-2015
Australia and Oceania,576414716,12-07-2010
Australia and Oceania,633303725,05-01-2011
Europe,455923020,11/29/2016
Sub-Saharan Africa,547446429,5/27/2017
Sub-Saharan Africa,131360280,1/26/2011
Australia and Oceania,301463401,06-02-2016
Australia and Oceania,871867120,1/20/2015
Australia and Oceania,826995265,12/25/2015
Sub-Saharan Africa,571584165,06-11-2014
Asia,580682647,05-09-2010
Sub-Saharan Africa,949652040,03-01-2012
Sub-Saharan Africa,944166171,7/28/2010
Central America and the Caribbean,350211369,8/27/2012
Sub-Saharan Africa,824086463,01-11-2015
Sub-Saharan Africa,942402780,2/16/2015
Asia,252084147,10-08-2015
Europe,620366895,9/24/2012
Sub-Saharan Africa,384799849,08-12-2014
Sub-Saharan Africa,203244340,10/28/2015
Asia,803874194,6/16/2015
Europe,735175740,11-03-2013
Sub-Saharan Africa,415947806,04-06-2016
Europe,785301721,06-03-2013
Asia,152661311,8/28/2016
Europe,947762906,06-08-2015
Sub-Saharan Africa,270655333,4/23/2011
Asia,241699922,10/23/2014
Sub-Saharan Africa,351570498,2/13/2011
Sub-Saharan Africa,611253392,7/18/2016
Middle East and North Africa,202047431,05-05-2014
Middle East and North Africa,625563943,9/21/2011
Middle East and North Africa,753726756,2/26/2013
Central America and the Caribbean,878772199,8/17/2016
Asia,463249099,02-06-2017
Middle East and North Africa,390018784,1/19/2011
Asia,712255084,8/23/2014
North America,203444325,11-08-2014
Australia and Oceania,407385337,4/30/2011
Europe,688189446,12/19/2011
Central America and the Caribbean,480280482,8/14/2014
Australia and Oceania,638394773,09-02-2010
Europe,287581145,05-04-2011
Europe,873200929,10-08-2013
Europe,310927951,09-01-2012
Middle East and North Africa,636748540,10/31/2010
Europe,356961524,06-10-2016
Europe,298178231,12-05-2015
Central America and the Caribbean,457322490,5/27/2015
Sub-Saharan Africa,451630628,8/22/2014
Australia and Oceania,868651473,12-12-2010
Sub-Saharan Africa,116246354,08-08-2017
Sub-Saharan Africa,272589099,09-10-2014
Asia,336166036,12/22/2013
Asia,275775992,9/30/2016
Middle East and North Africa,580530297,5/26/2010
Europe,909852778,4/16/2017
Europe,543479764,6/13/2015
Middle East and North Africa,631460082,06-07-2010
Sub-Saharan Africa,144155061,8/16/2016
Sub-Saharan Africa,822238528,1/27/2015
Middle East and North Africa,426696813,12-07-2010
Sub-Saharan Africa,388828742,1/13/2014
Middle East and North Africa,860245645,08-04-2012
Europe,262871348,10/15/2014
Australia and Oceania,238942182,10-01-2014
Europe,701006972,7/31/2011
Sub-Saharan Africa,281927049,10-05-2012
Europe,384876239,9/28/2015
Asia,233340871,3/16/2011
Middle East and North Africa,921119773,8/30/2017
Sub-Saharan Africa,462324273,08-01-2016
Central America and the Caribbean,541378200,3/31/2017
Sub-Saharan Africa,663017880,08-12-2014
Sub-Saharan Africa,402292144,03-04-2016
Central America and the Caribbean,754562318,8/28/2015
Asia,985502231,11/27/2010
Sub-Saharan Africa,881098210,9/18/2016
Europe,297649085,06-01-2014
Sub-Saharan Africa,511766183,9/22/2016
Europe,170373332,4/26/2011
Asia,240706861,10/28/2016
Europe,860315597,4/13/2011
Sub-Saharan Africa,887060868,10/24/2011
Sub-Saharan Africa,149116504,3/18/2010
Europe,794968831,02-09-2014
Europe,543416678,8/27/2013
Sub-Saharan Africa,333571374,02-01-2015
Asia,274856746,3/16/2014
Asia,997009122,08-08-2015
Sub-Saharan Africa,500077331,7/21/2013
Europe,904422700,11-12-2010
Middle East and North Africa,800719058,4/23/2015
Central America and the Caribbean,199952733,01-12-2013
Sub-Saharan Africa,983422553,08-01-2017
Asia,152739846,6/17/2013
Sub-Saharan Africa,179828441,09-12-2012
Asia,456924664,2/24/2013
Asia,446577346,6/26/2017
Asia,131647813,08-11-2014
Asia,465309894,02-11-2013
Europe,221049916,04-07-2015
Sub-Saharan Africa,942666709,9/16/2012
Sub-Saharan Africa,194271600,10-08-2013
Sub-Saharan Africa,110288417,01-07-2016
Europe,645453488,12/23/2010
Europe,924815642,06-07-2017
Central America and the Caribbean,593736207,7/16/2017
Asia,267889010,2/19/2013
Sub-Saharan Africa,183260381,01-10-2015
Europe,646149146,02-08-2016
Asia,683166635,3/25/2010
Europe,291236674,3/23/2011
Asia,887595593,4/19/2011
Middle East and North Africa,359792220,4/30/2015
Europe,715687882,9/23/2013
Middle East and North Africa,433456408,2/27/2017
Central America and the Caribbean,311584126,5/21/2014
Asia,318869864,7/21/2014
Europe,944424951,05-05-2012
Sub-Saharan Africa,947673213,02-10-2015
Central America and the Caribbean,508350980,11/22/2015
Central America and the Caribbean,776507079,12/14/2012
Sub-Saharan Africa,722502839,10/25/2012
Sub-Saharan Africa,287012088,12/19/2011
Central America and the Caribbean,831021153,04-08-2015
Asia,185828864,7/20/2017
Sub-Saharan Africa,303046548,6/19/2014
Europe,504598033,6/19/2014
Asia,632719647,7/19/2011
Australia and Oceania,599960219,3/28/2012
Asia,839181077,08-05-2016
Asia,953556048,6/27/2014
Europe,166571462,10-02-2011
Central America and the Caribbean,472026145,10-01-2011
Europe,784031426,12/13/2010
Middle East and North Africa,987011134,3/18/2011
Sub-Saharan Africa,585701596,3/13/2015
Europe,955151641,02-11-2015
Europe,390722596,12/27/2011
Europe,858088290,8/27/2011
Sub-Saharan Africa,343235051,6/23/2013
Sub-Saharan Africa,502461707,3/20/2014
Asia,812379586,4/21/2011
Sub-Saharan Africa,819912517,12/26/2014
Australia and Oceania,592296826,8/15/2013
Middle East and North Africa,267081344,10/18/2015
Sub-Saharan Africa,502127397,10/13/2015
Sub-Saharan Africa,225608813,10/24/2012
Europe,686011922,10/18/2014
Asia,502135550,9/25/2011
Europe,613091027,4/22/2017
Australia and Oceania,228302180,4/20/2012
Sub-Saharan Africa,877505338,4/27/2016
Sub-Saharan Africa,560749328,05-06-2016
Asia,498395478,11/27/2014
Sub-Saharan Africa,181117618,05-02-2012
Europe,519902074,07-02-2017
Central America and the Caribbean,696047675,8/31/2013
Asia,411165750,08-10-2015
Europe,337180125,8/26/2012
Sub-Saharan Africa,766327130,1/30/2010
Asia,261155593,11-06-2010
Australia and Oceania,604526841,2/24/2011
Europe,949614703,2/21/2012
Asia,969905507,12/13/2015
Central America and the Caribbean,409198081,8/22/2014
Asia,431603753,12/27/2015
Asia,471546351,5/25/2010
Sub-Saharan Africa,483762204,11-02-2011
Central America and the Caribbean,493300139,07-05-2016
Sub-Saharan Africa,145521485,2/22/2014
Sub-Saharan Africa,956100070,2/27/2014
Central America and the Caribbean,461022222,1/24/2012
Europe,766586768,03-06-2016
Sub-Saharan Africa,899405038,07-07-2012
Middle East and North Africa,856400859,01-12-2015
Europe,254810559,1/30/2016
Europe,582182967,7/17/2012
Asia,246379411,5/27/2010
Central America and the Caribbean,425573718,6/19/2012
Middle East and North Africa,118252217,05-07-2015
Middle East and North Africa,193213737,10-07-2012
Europe,239569604,09-12-2014
Europe,816743648,05-06-2013
Sub-Saharan Africa,304472196,11/20/2016
Asia,752804076,11/19/2015
Australia and Oceania,232100617,2/18/2017
Sub-Saharan Africa,483035647,11-03-2016
Asia,166595494,06-10-2012
Europe,714078986,11/28/2013
Middle East and North Africa,477097451,11/20/2016
Europe,577574717,09-11-2014
Middle East and North Africa,857747113,4/29/2016
Europe,330163466,6/13/2013
Europe,327685105,5/29/2013
Sub-Saharan Africa,453485858,10/15/2013
Central America and the Caribbean,831052052,11-06-2012
Australia and Oceania,754182517,10/26/2013
Europe,936988580,06-11-2013
Asia,363894069,06-08-2013
Sub-Saharan Africa,339635312,4/30/2016
Asia,439261138,6/19/2014
Middle East and North Africa,758132874,4/20/2016
Central America and the Caribbean,561924350,12-12-2012
Asia,536621892,10/14/2010
Europe,538524329,06-05-2014
Europe,944242990,11-12-2013
Asia,400701701,07-02-2011
Sub-Saharan Africa,775136792,12/19/2010
Asia,405097091,4/14/2013
Asia,848443925,9/25/2012
Sub-Saharan Africa,133351123,12/21/2015
Central America and the Caribbean,408305013,1/13/2016
Sub-Saharan Africa,292104423,3/22/2010
Asia,723860681,3/23/2012
Australia and Oceania,912997615,09-01-2010
Sub-Saharan Africa,589251554,08-04-2017
Sub-Saharan Africa,452671325,12/25/2011
Central America and the Caribbean,823618257,12-05-2011
Europe,292766177,6/27/2017
Europe,671101415,12/14/2014
Europe,239922797,4/18/2010
Asia,500841653,9/25/2010
Australia and Oceania,325781810,01-06-2013
Europe,906979596,2/20/2015
Middle East and North Africa,806983840,03-12-2012
Sub-Saharan Africa,908655869,10/23/2015
Europe,365169513,9/19/2011
Australia and Oceania,650011098,4/29/2017
Central America and the Caribbean,606979453,12/27/2016
Europe,500185906,03-07-2011
Europe,664054286,10-03-2012
Europe,153320920,3/31/2013
Sub-Saharan Africa,793034636,2/20/2016
Middle East and North Africa,428556764,03-01-2011
Sub-Saharan Africa,575561130,08-05-2015
Europe,570034062,3/22/2017
Europe,718274390,8/31/2016
Central America and the Caribbean,946893441,3/19/2015
Middle East and North Africa,352815043,10/27/2011
Australia and Oceania,353275525,9/13/2013
Sub-Saharan Africa,635823714,4/24/2010
Sub-Saharan Africa,508320939,1/24/2015
Asia,248941028,11/24/2015
Sub-Saharan Africa,656170308,9/20/2016
Europe,798807609,5/24/2011
Central America and the Caribbean,265964257,08-09-2017
Sub-Saharan Africa,517064082,12/28/2011
Middle East and North Africa,831843411,9/21/2010
Central America and the Caribbean,560351073,10/17/2011
Asia,472948396,4/16/2014
Australia and Oceania,510309207,7/22/2014
Central America and the Caribbean,233419835,03-03-2010
Sub-Saharan Africa,173579108,09-05-2010
Sub-Saharan Africa,482398355,4/16/2012
Sub-Saharan Africa,481801402,05-04-2015
Europe,914024579,02-02-2014
Middle East and North Africa,791616714,1/27/2015
Asia,547439134,8/20/2010
Europe,684665668,07-02-2013
Asia,426782643,05-12-2014
Europe,867588889,06-10-2016
Europe,921195733,6/27/2016
Sub-Saharan Africa,472027003,1/28/2016
Sub-Saharan Africa,824819028,4/21/2010
Sub-Saharan Africa,654620635,3/26/2014
Asia,956793153,9/26/2013
Asia,997010409,07-08-2014
Europe,561258733,3/22/2016
Australia and Oceania,405836951,03-10-2015
Central America and the Caribbean,907356393,11-02-2016
North America,712740886,12/30/2015
Sub-Saharan Africa,789226758,06-08-2016
Asia,374362838,03-12-2011
Europe,126010453,09-02-2017
Sub-Saharan Africa,772343432,02-08-2012
Sub-Saharan Africa,861848104,09-06-2017
Europe,813323295,9/13/2016
Sub-Saharan Africa,665880334,5/29/2015
Asia,528943049,03-01-2017
Europe,132247769,9/15/2011
Sub-Saharan Africa,175843322,08-07-2015
Middle East and North Africa,980091035,12-07-2016
Australia and Oceania,235664737,8/14/2015
North America,653550755,12/14/2012
Middle East and North Africa,515047919,1/20/2015
Middle East and North Africa,421767556,11-04-2013
Sub-Saharan Africa,145633494,12-08-2013
Middle East and North Africa,878882062,1/13/2013
Europe,284062087,02-03-2014
Australia and Oceania,144034898,4/23/2013
Sub-Saharan Africa,511974322,9/16/2011
Sub-Saharan Africa,161366689,7/16/2011
Central America and the Caribbean,636010825,03-04-2012
Australia and Oceania,400018060,05-12-2014
Central America and the Caribbean,687812221,09-03-2015
Asia,554129636,1/25/2015
Middle East and North Africa,924019134,03-06-2016
Central America and the Caribbean,542842042,4/22/2016
Central America and the Caribbean,926272189,06-09-2017
Middle East and North Africa,510295903,5/14/2015
Central America and the Caribbean,501212012,2/17/2010
Europe,825631844,01-11-2011
Middle East and North Africa,580479228,08-04-2016
Europe,282990491,9/27/2011
Europe,520714461,1/25/2016
Sub-Saharan Africa,601512467,9/13/2012
Central America and the Caribbean,803558337,03-01-2012
Europe,125338399,1/27/2011
Sub-Saharan Africa,335651481,7/29/2010
Sub-Saharan Africa,123608911,05-08-2013
Europe,948634517,03-10-2011
Central America and the Caribbean,290464627,09-06-2012
Middle East and North Africa,199148070,10/30/2015
Middle East and North Africa,545046174,12/31/2011
Middle East and North Africa,368832767,10/28/2012
Middle East and North Africa,131494176,11/17/2015
Asia,364329230,9/17/2015
Europe,318949258,09-06-2015
Australia and Oceania,217278087,5/23/2016
